0	266
1	229
2	2
3	1
4	112
5	156
6	16
7	2
8	207
9	300
10	8
11	11
12	264
13	251
14	22
15	3
16	16
17	18
18	15
19	2
20	22
21	44
22	8
23	1
24	197
25	198
26	94
27	25
28	313
29	884
30	5
31	3
32	228
33	247
34	8
35	3
36	277
37	247
38	20
39	1
40	281
41	242
42	19
43	1
44	11
45	7
46	7
47	4
48	14
49	47
50	16
51	10
52	389
53	365
54	26
55	4
56	350
57	152
58	19
59	5
60	282
61	288
62	14
63	12
64	411
65	348
66	65
67	76
68	423
69	219
70	15
71	0
72	3
73	10
74	78
75	2
76	15
77	28
78	22
79	20
80	336
81	336
82	41
83	41
84	404
85	240
86	22
87	27
88	331
89	301
90	34
91	19
92	236
93	267
94	60
95	4
96	183
97	232
98	20
99	6
100	20
101	27
102	10
103	1
104	27
105	25
106	8
107	4
108	309
109	359
110	11
111	24
112	316
113	259
114	32
115	18
116	300
117	326
118	45
119	35
120	389
121	444
122	37
123	12
124	291
125	209
126	15
127	2
128	72
129	58
130	24
131	8
132	16
133	22
134	8
135	5
136	54
137	95
138	12
139	18
140	384
141	399
142	86
143	29
144	436
145	389
146	21
147	46
148	376
149	407
150	31
151	49
152	400
153	332
154	34
155	11
156	63
157	194
158	100
159	9
160	51
161	150
162	89
163	60
164	432
165	647
166	146
167	67
168	624
169	738
170	46
171	21
172	287
173	185
174	59
175	49
176	331
177	697
178	31
179	6
180	253
181	273
182	34
183	2
184	11
185	37
186	28
187	3
188	32
189	54
190	20
191	32
192	408
193	372
194	60
195	63
196	402
197	335
198	24
199	55
200	288
201	346
202	59
203	46
204	447
205	529
206	39
207	30
208	213
209	252
210	25
211	1
212	27
213	53
214	273
215	58
216	30
217	50
218	26
219	9
220	442
221	611
222	39
223	10
224	603
225	565
226	45
227	11
228	398
229	371
230	36
231	16
232	580
233	489
234	43
235	14
236	335
237	405
238	26
239	11
240	37
241	41
242	26
243	7
244	22
245	67
246	22
247	10
248	495
249	417
250	55
251	24
252	505
253	514
254	36
255	10
256	394
257	343
258	54
259	18
260	113
261	156
262	28
263	14
264	210
265	337
266	32
267	3
268	21
269	88
270	38
271	13
272	34
273	59
274	26
275	25
276	563
277	564
278	51
279	28
280	499
281	611
282	63
283	14
284	452
285	512
286	43
287	11
288	441
289	663
290	176
291	11
292	370
293	408
294	44
295	19
296	45
297	80
298	18
299	3
300	23
301	56
302	26
303	21
304	484
305	547
306	43
307	7
308	637
309	625
310	64
311	12
312	234
313	277
314	13
315	10
316	13
317	17
318	4
319	1
320	11
321	20
322	9
323	11
324	13
325	26
326	11
327	2
328	10
329	24
330	10
331	13
332	357
333	595
334	43
335	10
336	660
337	683
338	80
339	6
340	431
341	681
342	93
343	17
344	716
345	426
346	29
347	13
348	302
349	455
350	71
351	14
352	70
353	122
354	229
355	25
356	35
357	129
358	20
359	32
360	408
361	487
362	78
363	50
364	304
365	482
366	99
367	55
368	436
369	627
370	99
371	5
372	283
373	480
374	75
375	3
376	221
377	437
378	64
379	27
380	88
381	168
382	44
383	7
384	40
385	198
386	53
387	21
388	402
389	548
390	30
391	4
392	223
393	378
394	29
395	19
396	465
397	446
398	29
399	3
400	247
401	163
402	40
403	8
404	137
405	168
406	10
407	5
408	12
409	11
410	4
411	0
412	1
413	12
414	1
415	1
416	133
417	134
418	14
419	0
420	102
421	143
422	4
423	2
424	65
425	98
426	11
427	0
428	27
429	29
430	3
431	2
432	0
433	3
434	1
435	0
436	2
437	1
438	3
439	0
440	2
441	1
442	0
443	0
444	7
445	18
446	1
447	1
448	2
449	4
450	4
451	0
452	7
453	13
454	6
455	0
456	6
457	4
458	0
459	1
460	6
461	5
462	7
463	1
464	0
465	6
466	1
467	4
468	2
469	4
470	8
471	0
472	56
473	45
474	4
475	1
476	67
477	134
478	3
479	1
480	86
481	148
482	11
483	1
484	100
485	157
486	7
487	0
488	170
489	138
490	5
491	3
492	0
493	6
494	3
495	5
496	6
497	11
498	5
499	1
500	110
501	198
502	12
503	7
504	214
505	195
506	15
507	3
508	136
509	175
510	12
511	4
512	90
513	177
514	13
515	8
516	207
517	239
518	46
519	4
520	8
521	26
522	12
523	7
524	2
525	5
526	4
527	0
528	58
529	106
530	11
531	3
532	173
533	329
534	8
535	3
536	95
537	206
538	11
539	0
540	127
541	209
542	24
543	15
544	265
545	248
546	17
547	6
548	4
549	7
550	6
551	3
552	6
553	6
554	7
555	7
556	77
557	139
558	17
559	3
560	192
561	232
562	48
563	14
564	117
565	195
566	8
567	0
568	187
569	337
570	52
571	16
572	128
573	205
574	32
575	0
576	18
577	5
578	20
579	5
580	12
581	23
582	9
583	4
584	197
585	186
586	9
587	5
588	144
589	173
590	16
591	1
592	122
593	209
594	28
595	6
596	134
597	187
598	25
599	1
600	196
601	209
602	31
603	1
604	22
605	28
606	4
607	4
608	3
609	9
610	3
611	5
612	114
613	229
614	17
615	3
616	214
617	281
618	16
619	2
620	152
621	254
622	18
623	8
624	143
625	219
626	43
627	3
628	111
629	103
630	13
631	0
632	0
633	4
634	8
635	6
636	4
637	7
638	1
639	0
640	102
641	231
642	4
643	3
644	181
645	246
646	25
647	3
648	75
649	87
650	9
651	0
652	104
653	163
654	23
655	2
656	102
657	119
658	16
659	1
660	4
661	18
662	7
663	2
664	2
665	11
666	13
667	5
668	32
669	56
670	22
671	11
672	117
673	195
674	14
675	7
676	171
677	212
678	13
679	1
680	183
681	276
682	28
683	7
684	170
685	241
686	26
687	7
688	11
689	25
690	10
691	10
692	4
693	17
694	18
695	1
696	202
697	268
698	25
699	8
700	210
701	282
702	30
703	6
704	147
705	298
706	24
707	2
708	291
709	386
710	41
711	1
712	140
713	193
714	16
715	0
716	16
717	27
718	22
719	4
720	5
721	15
722	1
723	0
724	145
725	198
726	24
727	21
728	171
729	210
730	15
731	2
732	110
733	220
734	29
735	5
736	137
737	267
738	51
739	8
740	115
741	237
742	26
743	10
744	3
745	15
746	4
747	2
748	1
749	21
750	6
751	4
752	76
753	134
754	12
755	0
756	101
757	181
758	21
759	4
760	158
761	212
762	24
763	3
764	123
765	219
766	17
767	1
768	119
769	272
770	11
771	6
772	2
773	10
774	5
775	2
776	2
777	9
778	5
779	7
780	120
781	214
782	2
783	0
784	134
785	296
